point_uuid,point_title,point_help,point_element_type,point_access,point_widget,point_protocol_MEP,point_protocol_Cluster,point_protocol_Element,arg,name,dtype,description,longdescription,unit,range_min,range_max,less_than,greater_than,meanings,friendly_meanings
ConstantReactivePowerMode.ReactivePowerPercentCMD,Reactive Power Setpoint,Displays the reactive-power target as a percentage of rated power (vars). Excitation determines whether vars are supplied (leading) or absorbed (lagging).,Attribute,R,,HybridInverter,ConstantReactivePowerMode,ReactivePowerPercentCMD,Power,Reactive Power (%),Number,,,,,,,,,
VoltageReactivePowerMode.VoltageReactivePowerMode,Volt-VAR Mode,Shows whether Volt-VAR (voltage-reactive power) control is active. This value is read-only and reflects the current configuration or utility command.,Attribute,R,,HybridInverter,VoltageReactivePowerMode,VoltageReactivePowerMode,Mode,Mode,enum,,,,,,,,"Disable,Enable","Inactive - no Volt-VAR control,Active - Volt-VAR control"
VoltageReactivePowerMode.AutonomousVrefAdjustment,Autonomous Vref Adjustment,Indicates whether the inverter autonomously adjusts its reference voltage (Vref).,Attribute,R,,HybridInverter,VoltageReactivePowerMode,AutonomousVrefAdjustment,Mode,Autonomous Adjustment,enum,,,,,,,,"Disable,Enable","Disable,Enable"
VoltageReactivePowerMode.Verf,Reference Voltage (Vref),Voltage reference used for Volt-VAR calculations.,Attribute,R,,HybridInverter,VoltageReactivePowerMode,Verf,Verf,Vref,Number,,,,,,,,,
VoltageReactivePowerMode.VrefAdjustmentTimeConstant,Vref Adjustment Time Constant,Time constant applied when adjusting Vref.,Attribute,R,,HybridInverter,VoltageReactivePowerMode,VrefAdjustmentTimeConstant,Time,Time Constant,Number,,,,,,,,,
VoltageReactivePowerMode.UnderOverVoltage,Volt-VAR Voltage Breakpoints,Voltage points (V1-V4) that define the Volt-VAR curve breakpoints.,Attribute,R,,HybridInverter,VoltageReactivePowerMode,UnderOverVoltage,V1,V1 (Voltage Point 1),Number,,,,,,,,,
,,,,,,,,,V2,V2 (Voltage Point 2),Number,,,,,,,,,
,,,,,,,,,V3,V3 (Voltage Point 3),Number,,,,,,,,,
,,,,,,,,,V4,V4 (Voltage Point 4),Number,,,,,,,,,
VoltageReactivePowerMode.Q1,Reactive Power Setpoint Q1,Reactive power at voltage point V1 on the Volt-VAR curve.,Attribute,R,,HybridInverter,VoltageReactivePowerMode,Q1,Q1,Q1 (Reactive Setpoint 1),Number,,,,,,,,,
VoltageReactivePowerMode.Q2,Reactive Power Setpoint Q2,Reactive power at voltage point V2 on the Volt-VAR curve.,Attribute,R,,HybridInverter,VoltageReactivePowerMode,Q2,Q2,Q2 (Reactive Setpoint 2),Number,,,,,,,,,
VoltageReactivePowerMode.Q3,Reactive Power Setpoint Q3,Reactive power at voltage point V3 on the Volt-VAR curve.,Attribute,R,,HybridInverter,VoltageReactivePowerMode,Q3,Q3,Q3 (Reactive Setpoint 3),Number,,,,,,,,,
VoltageReactivePowerMode.Q4,Reactive Power Setpoint Q4,Reactive power at voltage point V4 on the Volt-VAR curve.,Attribute,R,,HybridInverter,VoltageReactivePowerMode,Q4,Q4,Q4 (Reactive Setpoint 4),Number,,,,,,,,,
VoltageReactivePowerMode.OpenLoopResponseTime,Open-Loop Response Time,Response time used for open-loop Volt-VAR changes.,Attribute,R,,HybridInverter,VoltageReactivePowerMode,OpenLoopResponseTime,Time,Response Time,Number,,,,,,,,,
ActivePowerReactivePowerMode.PQModeStatus,P-Q Mode Status,Shows whether Active/Reactive Power (P-Q) control mode is enabled.,Attribute,R,,HybridInverter,ActivePowerReactivePowerMode,PQModeStatus,Mode,Mode,enum,,,,,,,,"Disable,Enable","Inactive - no P-Q control,Active - P-Q control"
ActivePowerReactivePowerMode.P_QP,P-Q Curve Points,Breakpoint setpoints for the Active/Reactive Power (P-Q) characteristic.,Attribute,R,,HybridInverter,ActivePowerReactivePowerMode,P_QP,P1,P1 Setpoint,Number,,,,,,,,,
,,,,,,,,,P2,P2 Setpoint,Number,,,,,,,,,
,,,,,,,,,P3,P3 Setpoint,Number,,,,,,,,,
VoltageActivePowerMode.VoltageActivePowerMode,Volt-Watt Mode,Shows whether Volt-Watt (voltage-active power) control is enabled.,Attribute,R,,HybridInverter,VoltageActivePowerMode,VoltageActivePowerMode,Mode,Mode,enum,,,,,,,,"Disable,Enable","Inactive - no Volt-Watt control,Active - Volt-Watt control"
VoltageActivePowerMode.VoltWattV,Volt-Watt Voltage Breakpoints,Voltage points that define the Volt-Watt curve.,Attribute,R,,HybridInverter,VoltageActivePowerMode,VoltWattV,VoltWattV1,V1 (Voltage Point 1),Number,,,,,,,,,
,,,,,,,,,VoltWattV2,V2 (Voltage Point 2),Number,,,,,,,,,
VoltageActivePowerMode.VoltWattP2,Volt-Watt Power Setpoint,Power setpoint at voltage breakpoint V2 on the Volt-Watt curve.,Attribute,R,,HybridInverter,VoltageActivePowerMode,VoltWattP2,VoltWattP2,P2 Setpoint,Number,,,,,,,,,
VoltageActivePowerMode.OpenLoopResponseTime,Open-Loop Response Time,Response time used for open-loop Volt-Watt changes.,Attribute,R,,HybridInverter,VoltageActivePowerMode,OpenLoopResponseTime,Time,Response Time,Number,,,,,,,,,
FrequencyActivePowerMode.FrequencyActivePowerModeStatus,Frequency-Active Power Mode,Indicates whether frequency-power (Freq-Watt) control is currently enabled.,Attribute,R,,HybridInverter,FrequencyActivePowerMode,FrequencyActivePowerModeStatus,Mode,Mode,enum,,,,,,,,"Disable,Enable","Disable,Enable"
FrequencyActivePowerMode.OpenLoopResponseTime,Open-Loop Response Time,Response time applied to open-loop frequency-power adjustments.,Attribute,R,,HybridInverter,FrequencyActivePowerMode,OpenLoopResponseTime,Time,Response Time,Number,,,,,,,,,
FrequencyActivePowerMode.OverFrequencyDroop_dbOF,Over-Frequency Droop: Deadband,Over Frequency Droop dbOF — Deadband around nominal frequency before active power reduction begins.,Attribute,R,,HybridInverter,FrequencyActivePowerMode,OverFrequencyDroop_dbOF,Frequency,Deadband (Hz),Number,,,,,,,,,
FrequencyActivePowerMode.OverFrequencyDroop_kOF,Over-Frequency Droop: Gain (k),Over Frequency Droop kOF — Slope (gain k) of active power reduction versus frequency rise above nominal.,Attribute,R,,HybridInverter,FrequencyActivePowerMode,OverFrequencyDroop_kOF,Frequency,Gain k (slope),Number,,,,,,,,,
FrequencyActivePowerMode.UnderFrequencyDroop_dbUF,Under-Frequency Droop: Deadband,Under Frequency Droop dbUF — Deadband around nominal frequency before active power increase/response begins.,Attribute,R,,HybridInverter,FrequencyActivePowerMode,UnderFrequencyDroop_dbUF,Frequency,Deadband (Hz),Number,,,,,,,,,
FrequencyActivePowerMode.UnderFrequencyDroop_kUF,Under-Frequency Droop: Gain (k),Under Frequency Droop kUF — Slope (gain k) of active power response versus frequency drop below nominal.,Attribute,R,,HybridInverter,FrequencyActivePowerMode,UnderFrequencyDroop_kUF,Frequency,Gain k (slope),Number,,,,,,,,,
BackupPower.OffGridOutput,Off-Grid Output,Controls whether the inverter provides AC output when operating without the utility grid. Disable to prevent output in off-grid mode.,Attribute,RW,,HybridInverter,BackupPower,OffGridOutput,Mode, ,enum,,,,,,,,"Disable,Enable","Disable,Enable"
BackupPower.EPSVoltage,Backup (EPS) Output Voltage,Selects the AC output voltage when operating in backup (EPS) mode. Match this to your local service voltage for proper compatibility with connected loads.,Attribute,RW,,HybridInverter,BackupPower,EPSVoltage,Voltage,Voltage (Vac),enum,,,,,,,,"208,220,230,240,277","208 V,220 V,230 V,240 V,277 V"
Generator.LinkedPort,Generator Port Connection,"If using a generator, select which port it's connected to — either the GEN port or the Grid Input port (sometimes called microgrid mode). If no generator is installed, leave this setting on GEN port.",Attribute,RW,,HybridInverter,Generator,LinkedPort,Port,Generator connected to,enum,,,,,,,,"GeneratorPort,GridPort","GEN port (also select if not using generator).,Grid port (aka microgrid mode)"
Generator.BatteryChargeCurrentLimit,Battery Charge Current Limit,Sets the maximum DC current the inverter will send to the battery when charging from the generator.,Attribute,RW,,HybridInverter,Generator,BatteryChargeCurrentLimit,Current,Charge Current (Adc),Number,,,,,,,,,
Generator.GeneratorRatedPower,Generator Rated Power,Specify the generator's continuous rated output power.,Attribute,RW,,HybridInverter,Generator,GeneratorRatedPower,Power,Rated Power (kW),Number,,,,0,100,,,,
Generator.GeneratorCoolDownTime,Generator Cool-Down Time,Sets the time the generator continues running after charging stops to allow for safe cooling.,Attribute,RW,,HybridInverter,Generator,GeneratorCoolDownTime,Time,Cool-Down Time (min),Number,,,,,,,,,
Generator.GeneratorSOC,Generator Start/Stop SOC,Configures the battery state of charge thresholds for automatic generator control. The generator will start when battery SOC drops to StartSOC and stop when it reaches StopSOC.,Attribute,RW,,HybridInverter,Generator,GeneratorSOC,StartSOC,Start SOC (%),Number,Generator starts when battery drops to this level,,,0,90,StopSOC,,,
,,,,,,,,,StopSOC,Stop SOC (%),Number,Generator stops when battery charges to this level,,,5,100,,StartSOC,,
Generator.GenDryContact,Generator Contactor Status,Indicates the current state of the generator control contactor.,Attribute,R,,HybridInverter,Generator,GenDryContact,Mode,Contactor State,enum,,,,,,,,"OFF,ON","Closed / On,Open / Off"
Generator.StartGeneratorExercise,Battery Quick Charge with Generator,Start the generator to charge the battery.,Attribute,RW,,HybridInverter,Generator,StartGeneratorExercise,Mode, ,enum,,,,,,,,"Disable,Enable","Stop quick charge,Start quick charge"
Generator.GeneratorBoost,Generator Boost,Enables dynamic adjustment of generator charging power for faster battery recovery when needed.,Attribute,RW,,HybridInverter,Generator,GeneratorBoost,Mode, ,enum,,,,,,,,"Disable,Enable","Disable,Enable"
ACCoupledPV.ACCoupledPV,AC Coupled PV,Enable this option when connecting a grid-tied solar inverter (AC Coupled PV) to the system. Disable when no AC Coupled PV is present.,Attribute,RW,,HybridInverter,ACCoupledPV,ACCoupledPV,Mode,AC Coupled PV Mode,enum,,,,,,,,"Disable,Enable","Disable,Enable"
ACCoupledPV.ACCouplePVSOC,AC Coupled PV Start/Stop SOC,Defines the battery state-of-charge thresholds that control when the inverter allows AC Coupled PV charging to start and stop.,Attribute,RW,,HybridInverter,ACCoupledPV,ACCouplePVSOC,StartSOC,Start SOC (%),Number,AC Coupled PV begins charging when SOC drops to this level,,,0,100,StopSOC,,,
,,,,,,,,,StopSOC,Stop SOC (%),Number,AC Coupled PV stops charging when SOC reaches this level,,,0,100,,StartSOC,,
LoadShedding.SmartLoad,Use Smart Load,Powers non-essential loads only when excess solar or battery energy is available. Enable this to automatically use surplus energy for optional circuits.,Attribute,RW,,HybridInverter,LoadShedding,SmartLoad,Mode,,enum,,,,,,,,"Disable,Enable","Disabled,Enabled"
LoadShedding.OnGridAlwaysOn,Smart Load On-Grid Behavior,"Determines Smart Load behavior while the system is connected to the grid. When enabled, the Smart Load remains powered even if normal control conditions are not met. (AKA: **On-Grid Always On**.)",Attribute,RW,,HybridInverter,LoadShedding,OnGridAlwaysOn,Mode,On-Grid Always-On Mode,enum,,,,,,,,"Disable,Enable","Follow normal rules,Always On When Grid Present"
LoadShedding.StartPVPower,Smart Load Start Power,Defines when the Smart Load turns on. The Smart Load port is energized once PV power exceeds this threshold **and** the battery SOC is above the start limit.,Attribute,RW,,HybridInverter,LoadShedding,StartPVPower,Power,PV Power Above (W),Number,,,,0,100,,,,
LoadShedding.SmartLoadSOC,Smart Load SOC Limits,Defines the battery state-of-charge limits that control the Smart Load. The Smart Load turns on when SOC rises above the start limit **and** PV power exceeds the start power limit.  Smart load turns off when SOC falls below the stop limit.,Attribute,RW,,HybridInverter,LoadShedding,SmartLoadSOC,OnSOC,Start When Battery SOC Is Above (%),Number,,,,0,100,OffSOC,,,
,,,,,,,,,OffSOC,Stop When Battery SOC Is Below (%),Number,,,,0,100,,OnSOC,,
